Names,Locations,Prices/Mon
3 otaqlı130 m²12/16 mərtəbə,Yasamal r.,650AZN/ay
3 otaqlı110 m²3/3 mərtəbə,Sahil m.,799AZN/ay
2000 m²,Şah İsmayıl Xətai m.,37 000AZN/ay
2 otaqlı90 m²6/16 mərtəbə,Şah İsmayıl Xətai m.,750AZN/ay
4 otaqlı210 m²2/16 mərtəbə,20 Yanvar m.,1 200AZN/ay
3 otaqlı85 m²5/17 mərtəbə,7-ci mikrorayon q.,600AZN/ay
3 otaqlı160 m²4/18 mərtəbə,Elmlər Akademiyası m.,1 400AZN/ay
4 otaqlı240 m²,Maştağa q.,700AZN/ay
1 otaqlı33 m²4/5 mərtəbə,Yasamal r.,400AZN/ay
2 otaqlı100 m²6/16 mərtəbə,Şah İsmayıl Xətai m.,800AZN/ay
2 otaqlı98 m²6/12 mərtəbə,Nəriman Nərimanov m.,550AZN/ay
3 otaqlı73 m²5/6 mərtəbə,Nəsimi r.,500AZN/ay
2 otaqlı99 m²6/16 mərtəbə,Şah İsmayıl Xətai m.,750AZN/ay
3 otaqlı101 m²2/16 mərtəbə,Nizami m.,400AZN/ay
3 otaqlı70 m²9/9 mərtəbə,Qaraçuxur q.,400AZN/ay
4 otaqlı180 m²7/13 mərtəbə,Nəsimi r.,850AZN/ay
2 otaqlı50 m²9/9 mərtəbə,Nizami r.,400AZN/ay
546 m²,Qara Qarayev m.,5 000AZN/ay
1 otaqlı45 m²15/17 mərtəbə,Nərimanov r.,500AZN/ay
3 otaqlı125 m²12/16 mərtəbə,Nizami m.,1 000AZN/ay
1 otaqlı45 m²9/16 mərtəbə,Yasamal r.,450AZN/ay
2 otaqlı50 m²4/9 mərtəbə,Memar Əcəmi m.,350AZN/ay
60 m²,Elmlər Akademiyası m.,2 500AZN/ay
140 m²,Hövsan q.,1 600AZN/ay
2 otaqlı25 m²,İçəri Şəhər m.,700AZN/ay
2 otaqlı100 m²5/14 mərtəbə,Nizami m.,900AZN/ay
3 otaqlı72 m²1/3 mərtəbə,28 May m.,500AZN/ay
90 m²,Memar Əcəmi m.,5 000AZN/ay
500 m²,Neftçilər m.,3 000AZN/ay
2 otaqlı70 m²,Zabrat q.,200AZN/ay
3660 m²,İnşaatçılar m.,40 000AZN/ay
30 m²,Nərimanov r.,500AZN/ay
7 otaqlı160 m²,8-ci mikrorayon q.,1 700AZN/ay
2 otaqlı100 m²6/16 mərtəbə,Şah İsmayıl Xətai m.,750AZN/ay
1 otaqlı50 m²4/4 mərtəbə,Koroğlu m.,150AZN/ay
2 otaqlı36 m²,Əhmədli m.,150AZN/ay
2 otaqlı110 m²7/16 mərtəbə,Şah İsmayıl Xətai m.,750AZN/ay
2 otaqlı60 m²,Binə q.,300AZN/ay
3 otaqlı80 m²,Nəsimi r.,400AZN/ay
3 otaqlı80 m²2/5 mərtəbə,Sahil m.,900AZN/ay
3 otaqlı125 m²9/18 mərtəbə,Şah İsmayıl Xətai m.,50AZN/gün
2 otaqlı70 m²5/5 mərtəbə,28 May m.,550AZN/ay
2 otaqlı50 m²4/5 mərtəbə,Memar Əcəmi m.,400AZN/ay
2 otaqlı48 m²,Sabunçu q.,250AZN/ay
3 otaqlı90 m²,Maştağa q.,180AZN/ay
3 otaqlı100 m²5/5 mərtəbə,Nəriman Nərimanov m.,600AZN/ay
3 otaqlı120 m²13/18 mərtəbə,Nizami m.,950AZN/ay
3 otaqlı130 m²11/22 mərtəbə,28 May m.,1 200AZN/ay
3 otaqlı110 m²15/20 mərtəbə,Şah İsmayıl Xətai m.,1 400AZN/ay
2 otaqlı106 m²8/27 mərtəbə,Yasamal r.,800AZN/ay
3 otaqlı110 m²12/21 mərtəbə,Şah İsmayıl Xətai m.,1 400AZN/ay
2 otaqlı95 m²13/17 mərtəbə,Nəsimi r.,750AZN/ay
3 otaqlı120 m²2/5 mərtəbə,Gənclik m.,650AZN/ay
2 otaqlı53 m²10/16 mərtəbə,Həzi Aslanov q.,350AZN/ay
2 otaqlı60 m²,Nəsimi r.,750AZN/ay
3 otaqlı75 m²1/5 mərtəbə,Sumqayıt,100AZN/ay
55 m²,İnşaatçılar m.,500AZN/ay
300 m²,Dərnəgül m.,2 000AZN/ay
4 otaqlı150 m²4/5 mərtəbə,İçəri Şəhər m.,1 000AZN/ay
300 m²,Neftçilər m.,3 000AZN/ay
5 otaqlı220 m²,28 May m.,2 000AZN/ay
15 m²,İnşaatçılar m.,300AZN/ay
140 m²,Nəsimi m.,475AZN/ay
5 otaqlı100 m²,Bakıxanov q.,300AZN/ay
5 otaqlı300 m²,Badamdar q.,2 000AZN/ay
250 m²,Zağulba q.,170AZN/gün
3 otaqlı80 m²1/5 mərtəbə,Nəsimi r.,550AZN/ay
3 otaqlı105 m²6/11 mərtəbə,Nərimanov r.,700AZN/ay
400 m²,Həzi Aslanov m.,4 000AZN/ay
2 otaqlı110 m²5/5 mərtəbə,Şah İsmayıl Xətai m.,40AZN/gün
2 otaqlı100 m²6/16 mərtəbə,Xətai r.,800AZN/ay
4 otaqlı180 m²8/14 mərtəbə,İçəri Şəhər m.,3 000AZN/ay
2 otaqlı100 m²17/17 mərtəbə,Qara Qarayev m.,45AZN/gün
2 otaqlı70 m²5/17 mərtəbə,Qara Qarayev m.,45AZN/gün
3 otaqlı170 m²1/30 mərtəbə,Şah İsmayıl Xətai m.,3 000AZN/ay
3 otaqlı130 m²6/17 mərtəbə,Nəsimi r.,850AZN/ay
3 otaqlı100 m²4/9 mərtəbə,Elmlər Akademiyası m.,750AZN/ay
3 otaqlı90 m²5/22 mərtəbə,Nəsimi r.,700AZN/ay
2 otaqlı43 m²2/6 mərtəbə,Xırdalan,350AZN/ay
2 otaqlı110 m²5/18 mərtəbə,Şah İsmayıl Xətai m.,50AZN/gün
2 otaqlı60 m²3/20 mərtəbə,20 Yanvar m.,500AZN/ay
4500 m²,20-ci sahə q.,6 000AZN/ay
4 otaqlı169 m²5/16 mərtəbə,Elmlər Akademiyası m.,1 500AZN/ay
3 otaqlı150 m²6/14 mərtəbə,Nərimanov r.,700AZN/ay
3 otaqlı120 m²8/18 mərtəbə,Gənclik m.,1 000AZN/ay
3 otaqlı120 m²6/16 mərtəbə,Həzi Aslanov m.,550AZN/ay
2 otaqlı60 m²3/5 mərtəbə,20 Yanvar m.,300AZN/ay
3 otaqlı87 m²5/23 mərtəbə,Nərimanov r.,700AZN/ay
200 m²,Nəsimi r.,1 800AZN/ay
2 otaqlı65 m²11/17 mərtəbə,Nəsimi r.,900AZN/ay
1 otaqlı38 m²5/5 mərtəbə,Yasamal q.,400AZN/ay
3 otaqlı90 m²5/23 mərtəbə,Nəsimi r.,700AZN/ay
2 otaqlı50 m²1/5 mərtəbə,Neftçilər m.,500AZN/ay
2 otaqlı98 m²11/27 mərtəbə,Yasamal r.,1 000AZN/ay
3 otaqlı140 m²14/17 mərtəbə,Nəsimi r.,800AZN/ay
2 otaqlı80 m²14/16 mərtəbə,Səbail r.,40AZN/gün
3 otaqlı100 m²3/7 mərtəbə,Sahil m.,40AZN/gün
3 otaqlı188 m²15/25 mərtəbə,Şah İsmayıl Xətai m.,1 500AZN/ay
2 otaqlı70 m²1/5 mərtəbə,İçəri Şəhər m.,600AZN/ay
3 otaqlı150 m²,Nəsimi r.,1 399AZN/ay
2 otaqlı78 m²8/14 mərtəbə,Səbail r.,1 300AZN/ay
3 otaqlı80 m²4/4 mərtəbə,Sahil m.,900AZN/ay
3 otaqlı119 m²8/17 mərtəbə,Gənclik m.,1 000AZN/ay
560 m²,20 Yanvar m.,5 000AZN/ay
20 otaqlı600 m²,28 May m.,12 000AZN/ay
115 m²,Nəriman Nərimanov m.,2 000AZN/ay
4 otaqlı216 m²13/23 mərtəbə,Yasamal r.,3 000AZN/ay
3 otaqlı100 m²6/18 mərtəbə,Nəriman Nərimanov m.,800AZN/ay
2 otaqlı93 m²7/16 mərtəbə,Nəsimi r.,500AZN/ay
5 otaqlı200 m²,İçəri Şəhər m.,3 700AZN/ay
1 otaqlı45 m²4/5 mərtəbə,Nəriman Nərimanov m.,300AZN/ay
3 otaqlı175 m²12/22 mərtəbə,28 May m.,1 200AZN/ay
4 otaqlı320 m²10/12 mərtəbə,İçəri Şəhər m.,4 000AZN/ay
3 otaqlı85 m²1/5 mərtəbə,Nəsimi r.,550AZN/ay
3 otaqlı70 m²4/5 mərtəbə,Elmlər Akademiyası m.,650AZN/ay
2 otaqlı54 m²7/17 mərtəbə,7-ci mikrorayon q.,500AZN/ay
3 otaqlı75 m²3/5 mərtəbə,Memar Əcəmi m.,400AZN/ay
2 otaqlı65 m²3/5 mərtəbə,Elmlər Akademiyası m.,450AZN/ay
2 otaqlı80 m²,Nəsimi r.,1 200AZN/ay
3 otaqlı140 m²19/26 mərtəbə,Yasamal r.,700AZN/ay
600 m²,Mərdəkan q.,15 000AZN/ay
5 otaqlı283 m²6/18 mərtəbə,Nəsimi r.,1 500AZN/ay
4 otaqlı180 m²6/32 mərtəbə,Nəsimi r.,4 200AZN/ay
5 otaqlı202 m²4/16 mərtəbə,28 May m.,1 000AZN/ay
2 otaqlı116 m²7/18 mərtəbə,Şah İsmayıl Xətai m.,800AZN/ay
3 otaqlı135 m²8/16 mərtəbə,28 May m.,700AZN/ay
3 otaqlı130 m²11/22 mərtəbə,28 May m.,1 200AZN/ay
3 otaqlı130 m²15/18 mərtəbə,Şah İsmayıl Xətai m.,1 500AZN/ay
3 otaqlı148 m²8/16 mərtəbə,Şah İsmayıl Xətai m.,1 450AZN/ay
2 otaqlı60 m²5/5 mərtəbə,Memar Əcəmi m.,350AZN/ay
2 otaqlı100 m²8/16 mərtəbə,Həzi Aslanov m.,700AZN/ay
3 otaqlı100 m²4/19 mərtəbə,Yasamal r.,890AZN/ay
3 otaqlı145 m²14/18 mərtəbə,Nəsimi r.,900AZN/ay
3 otaqlı120 m²11/17 mərtəbə,28 May m.,1 000AZN/ay
2 otaqlı60 m²5/18 mərtəbə,Həzi Aslanov q.,800AZN/ay
560 m²,Suraxanı r.,2 800AZN/ay
3 otaqlı130 m²7/32 mərtəbə,Nəsimi r.,3 000AZN/ay
3 otaqlı164 m²5/16 mərtəbə,Nəriman Nərimanov m.,800AZN/ay
2 otaqlı50 m²,Xırdalan,320AZN/gün
3 otaqlı150 m²12/18 mərtəbə,Şah İsmayıl Xətai m.,1 400AZN/ay
3 otaqlı160 m²8/17 mərtəbə,Nərimanov r.,1 000AZN/ay
3 otaqlı100 m²14/16 mərtəbə,8 Noyabr m.,700AZN/ay
187 m²,Gənclik m.,6 500AZN/ay
3 otaqlı14 m²14/18 mərtəbə,Nəsimi r.,1 500AZN/ay
3 otaqlı164 m²6/16 mərtəbə,Nərimanov r.,800AZN/ay
3 otaqlı86 m²5/23 mərtəbə,Nəriman Nərimanov m.,700AZN/ay
3 otaqlı122 m²,İçəri Şəhər m.,1 200AZN/ay
3 otaqlı90 m²4/6 mərtəbə,İçəri Şəhər m.,1 300AZN/ay
3 otaqlı147 m²,Nərimanov r.,1 700AZN/ay
2 otaqlı40 m²,Nəsimi m.,300AZN/ay
3 otaqlı77 m²3/5 mərtəbə,Elmlər Akademiyası m.,499AZN/ay
3 otaqlı70 m²2/5 mərtəbə,Nərimanov r.,500AZN/ay
4 otaqlı120 m²3/6 mərtəbə,Sahil m.,1 500AZN/ay
3 otaqlı140 m²11/22 mərtəbə,28 May m.,1 200AZN/ay
3 otaqlı95 m²9/19 mərtəbə,Nizami m.,700AZN/ay
3 otaqlı125 m²6/13 mərtəbə,Yasamal r.,600AZN/ay
3 otaqlı280 m²,28 May m.,3 500AZN/ay
3 otaqlı160 m²22/27 mərtəbə,Yasamal r.,1 100AZN/ay
2 otaqlı70 m²20/24 mərtəbə,İnşaatçılar m.,500AZN/ay
3 otaqlı110 m²4/16 mərtəbə,Yasamal r.,900AZN/ay
3 otaqlı110 m²6/10 mərtəbə,Şah İsmayıl Xətai m.,850AZN/ay
2 otaqlı60 m²1/5 mərtəbə,Nizami m.,475AZN/ay
2 otaqlı50 m²1/2 mərtəbə,28 May m.,600AZN/ay
2 otaqlı75 m²2/4 mərtəbə,İçəri Şəhər m.,900AZN/ay
2 otaqlı35 m²1/2 mərtəbə,Nizami m.,350AZN/ay
3 otaqlı140 m²8/16 mərtəbə,Şah İsmayıl Xətai m.,1 500AZN/ay
3 otaqlı100 m²4/19 mərtəbə,Elmlər Akademiyası m.,890AZN/ay
3 otaqlı119 m²8/19 mərtəbə,Nərimanov r.,1 000AZN/ay
3 otaqlı110 m²6/17 mərtəbə,İnşaatçılar m.,700AZN/ay
3 otaqlı66 m²10/12 mərtəbə,Nəsimi r.,550AZN/ay
3 otaqlı110 m²9/21 mərtəbə,Şah İsmayıl Xətai m.,2 400AZN/ay
2 otaqlı70 m²10/17 mərtəbə,Qara Qarayev m.,650AZN/ay
2 otaqlı54 m²7/19 mərtəbə,7-ci mikrorayon q.,500AZN/ay
2 otaqlı65 m²16/28 mərtəbə,İnşaatçılar m.,600AZN/ay
3 otaqlı120 m²8/17 mərtəbə,Nəriman Nərimanov m.,1 000AZN/ay
2 otaqlı45 m²,Nizami m.,300AZN/ay
3 otaqlı130 m²7/12 mərtəbə,Şah İsmayıl Xətai m.,850AZN/ay
3 otaqlı220 m²14/20 mərtəbə,Nəsimi r.,1 500AZN/ay
3 otaqlı100 m²1/2 mərtəbə,İçəri Şəhər m.,800AZN/ay
2 otaqlı45 m²4/5 mərtəbə,Yasamal r.,500AZN/ay
3 otaqlı150 m²25/27 mərtəbə,Yasamal r.,1 200AZN/ay
115 m²,Nəriman Nərimanov m.,2 000AZN/ay
2 otaqlı92 m²5/8 mərtəbə,Sabunçu r.,2 500AZN/ay
3 otaqlı230 m²,Qəbələ,250AZN/gün
4 otaqlı170 m²12/18 mərtəbə,Gənclik m.,850AZN/ay
2 otaqlı95 m²5/7 mərtəbə,Xətai r.,800AZN/ay
3 otaqlı119 m²8/17 mərtəbə,Gənclik m.,1 000AZN/ay
2 otaqlı45 m²4/4 mərtəbə,Nərimanov r.,350AZN/ay
3 otaqlı220 m²14/20 mərtəbə,Nəsimi r.,1 500AZN/ay
3 otaqlı108 m²13/15 mərtəbə,8 Noyabr m.,1 000AZN/ay
2 otaqlı109 m²13/17 mərtəbə,Nəsimi r.,700AZN/ay
3 otaqlı100 m²15/27 mərtəbə,Yasamal r.,900AZN/ay
5 otaqlı220 m²,Elmlər Akademiyası m.,2 500AZN/ay
3 otaqlı110 m²9/21 mərtəbə,Şah İsmayıl Xətai m.,2 400AZN/ay
2 otaqlı100 m²13/16 mərtəbə,Nəsimi r.,700AZN/ay
3 otaqlı100 m²11/17 mərtəbə,Şah İsmayıl Xətai m.,700AZN/ay
3 otaqlı110 m²,Nərimanov r.,1 500AZN/ay
2 otaqlı43 m²1/2 mərtəbə,28 May m.,600AZN/ay
3 otaqlı170 m²1/20 mərtəbə,Şah İsmayıl Xətai m.,3 000AZN/ay
2 otaqlı85 m²7/16 mərtəbə,Memar Əcəmi m.,470AZN/ay
3 otaqlı65 m²1/5 mərtəbə,Nərimanov r.,550AZN/ay
3 otaqlı220 m²14/20 mərtəbə,28 May m.,1 500AZN/ay
3 otaqlı115 m²7/16 mərtəbə,Nərimanov r.,600AZN/ay
2 otaqlı80 m²8/20 mərtəbə,Memar Əcəmi m.,550AZN/ay
4 otaqlı150 m²18/19 mərtəbə,Elmlər Akademiyası m.,1 100AZN/ay
3 otaqlı115 m²6/15 mərtəbə,Şah İsmayıl Xətai m.,850AZN/ay
3 otaqlı168 m²7/16 mərtəbə,Elmlər Akademiyası m.,1 100AZN/ay
3 otaqlı170 m²,Nəsimi r.,1 300AZN/ay
2 otaqlı65 m²13/15 mərtəbə,Sumqayıt,500AZN/ay
3 otaqlı180 m²2/30 mərtəbə,Səbail r.,3 500AZN/ay
3 otaqlı170 m²,Neftçilər m.,800AZN/ay
2 otaqlı105 m²7/18 mərtəbə,28 May m.,1 500AZN/ay
2 otaqlı56 m²3/10 mərtəbə,Gənclik m.,500AZN/ay
3 otaqlı100 m²2/3 mərtəbə,Sahil m.,1 000AZN/ay
2 otaqlı70 m²4/18 mərtəbə,28 May m.,800AZN/ay
3 otaqlı120 m²7/19 mərtəbə,Nərimanov r.,1 000AZN/ay
3 otaqlı140 m²25/27 mərtəbə,Yasamal r.,1 200AZN/ay
3 otaqlı120 m²8/17 mərtəbə,Nəriman Nərimanov m.,1 000AZN/ay
3 otaqlı120 m²11/22 mərtəbə,28 May m.,1 200AZN/ay
1 otaqlı40 m²1/3 mərtəbə,Yeni Yasamal q.,10AZN/gün
3 otaqlı100 m²12/27 mərtəbə,Yasamal r.,1 000AZN/ay
3 otaqlı119 m²8/19 mərtəbə,Nərimanov r.,1 000AZN/ay
82 m²,Yeni Yasamal q.,550AZN/ay
3 otaqlı220 m²14/20 mərtəbə,28 May m.,1 500AZN/ay
2 otaqlı70 m²3/6 mərtəbə,İçəri Şəhər m.,1 300AZN/ay
4 otaqlı171 m²4/16 mərtəbə,Nərimanov r.,950AZN/ay
3 otaqlı60 m²2/5 mərtəbə,Memar Əcəmi m.,400AZN/ay
400 m²,Nizami m.,9 000AZN/ay
3 otaqlı140 m²16/21 mərtəbə,Nəriman Nərimanov m.,700AZN/ay
500 m²,Əhmədli m.,2 500AZN/ay
3 otaqlı110 m²3/21 mərtəbə,Şah İsmayıl Xətai m.,2 400AZN/ay
2 otaqlı73 m²11/16 mərtəbə,Nizami m.,1 000AZN/ay
3 otaqlı100 m²22/27 mərtəbə,Yasamal r.,1 000AZN/ay
1 otaqlı35 m²3/5 mərtəbə,Yasamal r.,400AZN/ay
2 otaqlı50 m²1/1 mərtəbə,Nizami m.,75AZN/ay
5 otaqlı250 m²13/18 mərtəbə,Nərimanov r.,1 400AZN/ay
3 otaqlı95 m²3/3 mərtəbə,İçəri Şəhər m.,650AZN/ay
2 otaqlı45 m²1/5 mərtəbə,Neftçilər m.,450AZN/ay
2 otaqlı86 m²8/12 mərtəbə,8 Noyabr m.,500AZN/ay
2 otaqlı90 m²7/17 mərtəbə,Nəriman Nərimanov m.,800AZN/ay
75 m²,8 Noyabr m.,550AZN/ay
3 otaqlı110 m²9/18 mərtəbə,Şah İsmayıl Xətai m.,2 400AZN/ay
4 otaqlı76 m²4/4 mərtəbə,Sahil m.,700AZN/ay
120 m²,Nəriman Nərimanov m.,800AZN/ay
3 otaqlı100 m²4/16 mərtəbə,Nərimanov r.,800AZN/ay
4 otaqlı300 m²,Bayıl q.,3 500AZN/ay
3 otaqlı58 m²3/5 mərtəbə,Elmlər Akademiyası m.,500AZN/ay
146 m²,Kürdəxanı q.,1 200AZN/ay
3 otaqlı100 m²3/12 mərtəbə,Bayıl q.,1 700AZN/ay
3 otaqlı220 m²14/20 mərtəbə,28 May m.,1 500AZN/ay
3 otaqlı91 m²4/19 mərtəbə,Yasamal r.,890AZN/ay
1 otaqlı40 m²,Həzi Aslanov q.,250AZN/ay
3 otaqlı145 m²6/14 mərtəbə,8 Noyabr m.,1 100AZN/ay
3 otaqlı168 m²7/16 mərtəbə,İnşaatçılar m.,1 200AZN/ay
4 otaqlı165 m²8/16 mərtəbə,Elmlər Akademiyası m.,1 500AZN/ay
3 otaqlı110 m²6/17 mərtəbə,İnşaatçılar m.,700AZN/ay
2 otaqlı70 m²,İnşaatçılar m.,650AZN/ay
3 otaqlı170 m²7/16 mərtəbə,Elmlər Akademiyası m.,1 200AZN/ay
50 m²,Nizami r.,1 600AZN/ay
3 otaqlı100 m²4/19 mərtəbə,Yasamal q.,890AZN/ay
3 otaqlı145 m²11/17 mərtəbə,8 Noyabr m.,950AZN/ay
3 otaqlı122 m²7/15 mərtəbə,Şah İsmayıl Xətai m.,900AZN/ay
3 otaqlı150 m²10/17 mərtəbə,8 Noyabr m.,900AZN/ay
2 otaqlı35 m²,Bayıl q.,180AZN/ay
3 otaqlı100 m²14/19 mərtəbə,Elmlər Akademiyası m.,890AZN/ay
3 otaqlı170 m²7/16 mərtəbə,Elmlər Akademiyası m.,1 200AZN/ay
4 otaqlı105 m²,Nərimanov r.,1 200AZN/ay
3 otaqlı200 m²3/3 mərtəbə,Sahil m.,3 000AZN/ay
3 otaqlı155 m²22/27 mərtəbə,Yasamal r.,1 100AZN/ay
3 otaqlı110 m²15/20 mərtəbə,Şah İsmayıl Xətai m.,1 400AZN/ay
6 otaqlı290 m²,Elmlər Akademiyası m.,4 350AZN/ay
2 otaqlı70 m²2/12 mərtəbə,Səbail r.,700AZN/ay
1 otaqlı40 m²,Nərimanov r.,600AZN/ay
4 otaqlı147 m²9/19 mərtəbə,Şah İsmayıl Xətai m.,1 000AZN/ay
2 otaqlı115 m²6/17 mərtəbə,Nizami m.,1 100AZN/ay
1 otaqlı20 m²,Şah İsmayıl Xətai m.,400AZN/ay
3 otaqlı100 m²4/19 mərtəbə,Yasamal r.,890AZN/ay
3 otaqlı130 m²7/19 mərtəbə,Nərimanov r.,1 100AZN/ay
2 otaqlı70 m²12/16 mərtəbə,Nəsimi r.,900AZN/ay
3 otaqlı100 m²14/16 mərtəbə,Nərimanov r.,800AZN/ay
2 otaqlı105 m²3/17 mərtəbə,Yasamal r.,700AZN/ay
18 otaqlı540 m²,Nizami r.,5 500AZN/ay
2 otaqlı60 m²12/16 mərtəbə,Əhmədli q.,450AZN/ay
2 otaqlı50 m²19/21 mərtəbə,20 Yanvar m.,500AZN/ay
2 otaqlı90 m²6/23 mərtəbə,Yasamal r.,550AZN/ay
3 otaqlı60 m²2/4 mərtəbə,Sahil m.,1 000AZN/ay
4 otaqlı160 m²9/16 mərtəbə,Nəriman Nərimanov m.,1 300AZN/ay
1300 m²,Nərimanov r.,7 500AZN/ay
800 m²,Yasamal q.,14 000AZN/ay
3 otaqlı130 m²,28 May m.,1 600AZN/ay
7500 m²,Binəqədi q.,8 000AZN/ay
10 otaqlı720 m²,Nəsimi r.,7 000AZN/ay
3 otaqlı95 m²4/19 mərtəbə,İnşaatçılar m.,900AZN/ay
250 m²,Mərdəkan q.,700AZN/ay
2 otaqlı70 m²19/22 mərtəbə,28 May m.,900AZN/ay
3 otaqlı140 m²12/16 mərtəbə,28 May m.,800AZN/ay
3 otaqlı150 m²,İçəri Şəhər m.,2 000AZN/ay
2 otaqlı45 m²1/5 mərtəbə,Neftçilər m.,500AZN/ay
4 otaqlı141 m²19/20 mərtəbə,İnşaatçılar m.,850AZN/ay
200 m²,Fatmayı q.,1 000AZN/ay
350 m²,Nizami m.,5 000AZN/ay
3 otaqlı120 m²10/29 mərtəbə,Nəsimi r.,3 000AZN/ay
2 otaqlı80 m²2/18 mərtəbə,Yasamal r.,650AZN/ay
30 m²,Nəriman Nərimanov m.,400AZN/ay
420 m²,Nərimanov r.,5 800AZN/ay
3 otaqlı140 m²13/18 mərtəbə,Nəsimi r.,1 000AZN/ay
2 otaqlı90 m²9/14 mərtəbə,Nəsimi r.,700AZN/ay
1 otaqlı40 m²4/18 mərtəbə,Nərimanov r.,550AZN/ay
2 otaqlı100 m²17/19 mərtəbə,İnşaatçılar m.,650AZN/ay
3 otaqlı115 m²12/16 mərtəbə,Yasamal r.,650AZN/ay
1450 m²,Nizami r.,12 500AZN/ay
3 otaqlı150 m²17/19 mərtəbə,Nizami m.,1 000AZN/ay
570 m²,Yasamal q.,9 120AZN/ay
2 otaqlı70 m²4/17 mərtəbə,Nəsimi r.,800AZN/ay
3 otaqlı70 m²4/5 mərtəbə,Yasamal r.,550AZN/ay
3 otaqlı125 m²10/18 mərtəbə,28 May m.,1 200AZN/ay
3 otaqlı60 m²1/5 mərtəbə,Nərimanov r.,550AZN/ay
3 otaqlı90 m²4/9 mərtəbə,8 Noyabr m.,400AZN/ay
2 otaqlı80 m²3/19 mərtəbə,Elmlər Akademiyası m.,800AZN/ay
1 otaqlı37 m²3/9 mərtəbə,Massiv V q.,300AZN/ay
3 otaqlı65 m²3/5 mərtəbə,Nizami r.,750AZN/ay
2 otaqlı65 m²4/5 mərtəbə,İçəri Şəhər m.,1 300AZN/ay
4 otaqlı200 m²14/21 mərtəbə,28 May m.,2 000AZN/ay
3 otaqlı60 m²3/5 mərtəbə,Nərimanov r.,600AZN/ay
180 m²,Nəsimi r.,7 000AZN/ay
3 otaqlı145 m²11/17 mərtəbə,8 Noyabr m.,900AZN/ay
3 otaqlı100 m²4/22 mərtəbə,Yasamal r.,890AZN/ay
3 otaqlı140 m²6/16 mərtəbə,Şah İsmayıl Xətai m.,900AZN/ay
2 otaqlı80 m²5/17 mərtəbə,Nərimanov r.,700AZN/ay
3 otaqlı60 m²3/5 mərtəbə,Nərimanov r.,600AZN/ay
6 otaqlı200 m²,28 May m.,4 000AZN/ay
2 otaqlı56 m²14/16 mərtəbə,Şah İsmayıl Xətai m.,800AZN/ay
2 otaqlı50 m²1/5 mərtəbə,Neftçilər m.,400AZN/ay
25 m²,Şah İsmayıl Xətai m.,350AZN/ay
3 otaqlı70 m²,Nərimanov r.,1 200AZN/ay
3 otaqlı70 m²1/5 mərtəbə,Gənclik m.,550AZN/ay
2 otaqlı65 m²14/18 mərtəbə,Nəriman Nərimanov m.,900AZN/ay
2 otaqlı109 m²13/17 mərtəbə,Nəsimi r.,750AZN/ay
4 otaqlı140 m²17/22 mərtəbə,28 May m.,1 500AZN/ay
2 otaqlı55 m²5/5 mərtəbə,Elmlər Akademiyası m.,400AZN/ay
3 otaqlı110 m²12/18 mərtəbə,İnşaatçılar m.,800AZN/ay
3 otaqlı75 m²7/9 mərtəbə,İnşaatçılar m.,500AZN/ay
30 m²,3-cü mikrorayon q.,950AZN/ay
2 otaqlı79 m²,28 May m.,1 349AZN/ay
2 otaqlı70 m²,İnşaatçılar m.,350AZN/ay
3 otaqlı196 m²7/15 mərtəbə,Şah İsmayıl Xətai m.,1 400AZN/ay
3 otaqlı100 m²4/19 mərtəbə,Yasamal q.,890AZN/ay
3 otaqlı120 m²6/10 mərtəbə,İnşaatçılar m.,700AZN/ay
3 otaqlı147 m²,Nərimanov r.,1 700AZN/ay
3 otaqlı145 m²11/17 mərtəbə,8 Noyabr m.,900AZN/ay
3 otaqlı110 m²10/20 mərtəbə,Şah İsmayıl Xətai m.,2 400AZN/ay
3 otaqlı80 m²4/5 mərtəbə,Sahil m.,800AZN/ay
4 otaqlı120 m²,İçəri Şəhər m.,1 200AZN/ay
4 otaqlı237 m²5/9 mərtəbə,Gənclik m.,1 300AZN/ay
2 otaqlı100 m²10/27 mərtəbə,Yasamal q.,1 000AZN/ay
3 otaqlı110 m²15/19 mərtəbə,Nəsimi r.,850AZN/ay
3 otaqlı73.5 m²13/17 mərtəbə,Qara Qarayev m.,600AZN/ay
3 otaqlı130 m²16/18 mərtəbə,Nəsimi r.,800AZN/ay
4 otaqlı150 m²8/24 mərtəbə,Yasamal r.,1 500AZN/ay
100 m²,Memar Əcəmi m.,1 200AZN/ay
3 otaqlı175 m²11/18 mərtəbə,Nəsimi r.,850AZN/ay
3 otaqlı60 m²1/5 mərtəbə,Nəsimi r.,550AZN/ay
2 otaqlı60 m²12/16 mərtəbə,Xətai r.,480AZN/ay
4 otaqlı150 m²4/14 mərtəbə,Nəsimi r.,850AZN/ay
3 otaqlı146 m²12/18 mərtəbə,Gənclik m.,900AZN/ay
1 otaqlı45 m²1/5 mərtəbə,Elmlər Akademiyası m.,350AZN/ay
110 m²,İçəri Şəhər m.,1 500AZN/ay
2 otaqlı48 m²2/5 mərtəbə,Dərnəgül m.,350AZN/ay
2 otaqlı60 m²2/6 mərtəbə,Yasamal r.,580AZN/ay
400 m²,Ulduz m.,2 000AZN/ay
3 otaqlı145 m²11/17 mərtəbə,8 Noyabr m.,900AZN/ay
1 otaqlı24 m²,Nizami m.,350AZN/ay
