,Locations,Prices,Floor,Area,Rooms
1888,Xətai r.,30000,,400 ,
1889,İnşaatçılar m.,6000,1/5 ,55 ,3 
1890,Memar Əcəmi m.,10500,5/5 ,45 ,2 
1891,Nizami r.,39000,5/16 ,107 ,3 
1892,Qara Qarayev m.,18000,10/18 ,73 ,2 
1893,7-ci mikrorayon q.,45,3/17 ,70 ,2 
1894,Hökməli q.,10500,,147 ,3 
1895,Bakıxanov q.,240000,,650 ,
1896,Abşeron r.,13500,5/7 ,90 ,2 
1897,Xocəsən q.,9000,5/9 ,81 ,2 
1898,Dərnəgül m.,100,,162 ,
1899,Binəqədi q.,45000,,300 ,
1900,Yasamal r.,30000,,200 ,0 
1901,Elmlər Akademiyası m.,300000,,1000 ,
1902,Gənclik m.,120000,,250 ,
1903,Nizami r.,120000,,451 ,
1904,Nizami m.,39000,,98 ,
1905,Pirşağı q.,100,,220 ,
1906,Nəsimi r.,30000,7/17 ,140 ,3 
1907,Elmlər Akademiyası m.,54000,13/15 ,110 ,3 
1908,28 May m.,19500,3/4 ,75 ,3 
1909,28 May m.,30000,8/16 ,140 ,3 
1910,Binəqədi r.,16500,2/18 ,78 ,2 
1911,Yasamal r.,33000,16/18 ,150 ,3 
1912,Yasamal r.,22500,14/18 ,102 ,2 
1913,Şah İsmayıl Xətai m.,45000,13/16 ,135 ,3 
1914,28 May m.,22500,4/5 ,90 ,2 
1915,Şah İsmayıl Xətai m.,19500,2/17 ,70 ,2 
1916,Nəsimi r.,30000,13/17 ,140 ,3 
1917,Qəbələ,50,,200 ,4 
1918,Şah İsmayıl Xətai m.,22500,17/20 ,110 ,3 
1919,Nəsimi r.,30000,11/21 ,110 ,2 
1920,Nəsimi r.,21000,4/4 ,50 ,2 
1921,Əhmədli m.,27000,16/16 ,100 ,2 
1922,Azadlıq Prospekti m.,16500,2/17 ,65 ,2 
1923,Şah İsmayıl Xətai m.,54000,18/19 ,220 ,4 
1924,Şah İsmayıl Xətai m.,18000,7/17 ,65 ,2 
1925,28 May m.,48000,4/18 ,210 ,4 
1926,Nizami m.,32700,19/20 ,150 ,3 
1927,İnşaatçılar m.,15000,2/5 ,80 ,3 
1928,Nəsimi r.,22500,14/16 ,70 ,2 
1929,Hövsan q.,8100,3/7 ,58 ,2 
1930,Nərimanov r.,16500,4/18 ,104 ,2 
1931,28 May m.,30000,8/17 ,145 ,3 
1932,Əhmədli m.,27000,16/16 ,100 ,2 
1933,Əhmədli m.,27000,16/16 ,100 ,2 
1934,Bayıl q.,51000,3/12 ,100 ,3 
1935,Badamdar q.,60000,,350 ,5 
1936,Xətai r.,300000,,800 ,8 
1937,Sahil m.,195000,,230 ,3 
1938,Nərimanov r.,330000,,1400 ,5 
1939,Sahil m.,29970,4/4 ,80 ,2 
1940,Sahil m.,22500,1/2 ,100 ,3 
1941,5-ci mikrorayon q.,300000,,600 ,
1942,Şah İsmayıl Xətai m.,390000,,520 ,7 
1943,Masazır q.,8400,2/6 ,50 ,2 
1944,Nəsimi r.,21000,4/4 ,45 ,2 
1945,Nəsimi m.,15000,1/5 ,60 ,2 
1946,Yasamal r.,24000,8/27 ,110 ,2 
1947,Nəriman Nərimanov m.,18000,2/4 ,100 ,4 
1948,Yasamal r.,210000,,390 ,5 
1949,Bayıl q.,60000,,180 ,
1950,Nərimanov r.,30000,14/16 ,112 ,3 
1951,Elmlər Akademiyası m.,42000,13/18 ,100 ,2 
1952,Gənclik m.,30000,13/14 ,200 ,5 
1953,Nəsimi r.,22500,17/18 ,140 ,3 
1954,28 May m.,540000,,740 ,
1955,Şah İsmayıl Xətai m.,24000,2/21 ,110 ,3 
1956,Sahil m.,19500,3/3 ,55 ,2 
1957,Nəriman Nərimanov m.,27000,14/20 ,60 ,2 
1958,28 May m.,270000,,370 ,
1959,Nəsimi r.,24000,9/17 ,105 ,3 
1960,İçəri Şəhər m.,33000,2/5 ,90 ,3 
1961,28 May m.,45000,17/22 ,135 ,4 
1962,Elmlər Akademiyası m.,30000,6/10 ,165 ,3 
1963,Memar Əcəmi m.,21000,16/18 ,110 ,3 
1964,Səbail r.,117000,,195 ,1 
1965,Səbail r.,41400,,69 ,1 
1966,Binəqədi r.,13500,7/17 ,83 ,2 
1967,Şah İsmayıl Xətai m.,19500,2/16 ,70 ,2 
1968,Nizami r.,248400,,360 ,6 
1969,Nizami r.,44160,,64 ,2 
1970,Neftçilər m.,10500,8/9 ,52 ,2 
1971,28 May m.,36000,11/21 ,125 ,3 
1972,İçəri Şəhər m.,21000,4/8 ,75 ,3 
1973,İnşaatçılar m.,19500,15/17 ,120 ,3 
1974,Səbail r.,150000,,1100 ,
1975,Nizami m.,39000,5/16 ,102 ,2 
1976,Sulutəpə q.,90000,,400 ,2 
1977,Nizami m.,21000,15/16 ,70 ,3 
1978,Bayıl q.,28500,15/17 ,115 ,3 
1979,Nəsimi r.,30000,10/24 ,105 ,3 
1980,Nizami m.,39000,5/17 ,107 ,2 
1981,Həzi Aslanov m.,51000,,200 ,
1982,Elmlər Akademiyası m.,42000,7/17 ,95 ,3 
1983,8 Noyabr m.,16500,17/18 ,60 ,2 
1984,Binəqədi r.,60000,,600 ,
1985,Memar Əcəmi m.,18000,1/5 ,75 ,3 
1986,28 May m.,24000,5/17 ,84 ,2 
1987,Şah İsmayıl Xətai m.,24000,7/17 ,105 ,3 
1988,28 May m.,36000,11/22 ,120 ,3 
1989,Binəqədi r.,111000,,1100 ,
1990,İnşaatçılar m.,24000,,29 ,
1991,Sahil m.,45000,2/5 ,120 ,2 
1992,28 May m.,24000,4/16 ,85 ,2 
1993,Nəriman Nərimanov m.,13500,3/5 ,40 ,2 
1994,20 Yanvar m.,22500,2/16 ,145 ,3 
1995,Nəsimi r.,27000,9/18 ,110 ,3 
1996,Massiv D q.,11400,6/9 ,50 ,2 
1997,Badamdar q.,210000,,2600 ,0 
1998,Nəsimi r.,21000,14/16 ,100 ,3 
1999,Qusar,1500,,70 ,2 
2000,Nizami m.,48000,6/18 ,125 ,2 
2001,Memar Əcəmi m.,75000,,350 ,
2002,Nərimanov r.,21000,4/4 ,70 ,2 
2003,28 May m.,33000,10/10 ,90 ,3 
2004,Yeni Yasamal q.,18000,4/16 ,165 ,4 
2005,Sahil m.,135000,,150 ,
2006,Sahil m.,36000,6/6 ,100 ,3 
2007,Nəsimi r.,45000,10/18 ,178 ,4 
2008,Nəriman Nərimanov m.,30000,,23 ,
2009,Nəsimi r.,18000,8/17 ,90 ,2 
2010,8 Noyabr m.,21000,14/16 ,100 ,3 
2011,Nəsimi r.,90000,7/22 ,130 ,3 
2012,Nəsimi r.,10800,4/5 ,45 ,2 
2013,Nəsimi r.,48000,7/17 ,170 ,4 
2014,Nizami r.,45000,9/18 ,125 ,2 
2015,Nəsimi r.,54000,16/17 ,250 ,5 
2016,Sahil m.,21000,3/4 ,70 ,2 
2017,İnşaatçılar m.,15000,20/24 ,86 ,2 
2018,Şah İsmayıl Xətai m.,75000,14/21 ,250 ,4 
2019,Elmlər Akademiyası m.,15000,20/24 ,86 ,2 
2020,8 Noyabr m.,18000,16/17 ,100 ,3 
2021,Elmlər Akademiyası m.,35100,7/18 ,120 ,3 
2022,Nərimanov r.,13500,1/5 ,45 ,2 
2023,Azadlıq Prospekti m.,16500,6/9 ,67 ,2 
2024,Nəsimi r.,30000,12/18 ,180 ,3 
2025,Şah İsmayıl Xətai m.,25500,3/20 ,100 ,3 
2026,Şah İsmayıl Xətai m.,39000,8/22 ,90 ,2 
2027,Nəsimi r.,33000,2/9 ,70 ,2 
2028,Səbail r.,90000,7/27 ,130 ,3 
2029,28 May m.,30000,9/15 ,122 ,3 
2030,Neftçilər m.,8100,18/18 ,48 ,1 
2031,Nəsimi r.,36000,16/20 ,105 ,2 
2032,Nəsimi r.,90000,3/30 ,115 ,3 
2033,Koroğlu m.,210000,,2500 ,
2034,Nizami m.,21000,15/16 ,110 ,3 
2035,28 May m.,36000,,200 ,
2036,Nəriman Nərimanov m.,19500,3/5 ,85 ,3 
2037,Yasamal r.,120000,,173 ,
2038,Nəsimi r.,13500,2/4 ,55 ,2 
2039,Nəsimi r.,75000,11/12 ,300 ,5 
2040,Nərimanov r.,12000,1/5 ,50 ,2 
2041,Nəsimi r.,21000,12/18 ,70 ,2 
2042,Nəsimi m.,30000,4/14 ,160 ,2 
2043,20 Yanvar m.,21000,13/18 ,100 ,3 
2044,Gənclik m.,12000,1/5 ,60 ,2 
2045,Nizami m.,300000,,500 ,
2046,İçəri Şəhər m.,15000,,60 ,3 
2047,Biləcəri q.,30000,,200 ,5 
2048,28 May m.,16500,,18 ,1 
2049,Nizami m.,39000,5/16 ,107 ,2 
2050,Gənclik m.,36000,9/16 ,200 ,4 
2051,28 May m.,24000,5/18 ,90 ,2 
2052,Nərimanov r.,270000,,1300 ,
2053,Badamdar q.,4800,1/8 ,25 ,1 
2054,Nəsimi r.,36000,8/15 ,115 ,3 
2055,8 Noyabr m.,16500,2/9 ,100 ,4 
2056,Nəsimi r.,18000,2/4 ,120 ,3 
2057,Neftçilər m.,21000,,80 ,
2058,İçəri Şəhər m.,45000,,130 ,
2059,Xırdalan,12000,2/4 ,65 ,2 
2060,Elmlər Akademiyası m.,54000,,140 ,5 
2061,Nəsimi r.,16500,4/4 ,100 ,3 
2062,Nəsimi r.,16500,4/5 ,70 ,2 
2063,Nəsimi r.,54000,,200 ,
2064,Səbail r.,45000,,90 ,4 
2065,Nəsimi m.,18000,1/5 ,65 ,3 
2066,4-cü mikrorayon q.,9000,5/5 ,40 ,2 
2067,İçəri Şəhər m.,30000,4/4 ,78 ,2 
2068,Xətai r.,30000,4/7 ,125 ,3 
2069,Elmlər Akademiyası m.,30000,6/16 ,166 ,3 
2070,Şah İsmayıl Xətai m.,138000,,300 ,6 
2071,İçəri Şəhər m.,28500,3/4 ,80 ,2 
2072,Nəsimi r.,15000,,60 ,2 
2073,Elmlər Akademiyası m.,24000,10/16 ,130 ,3 
2074,Biləcəri q.,180000,,1000 ,
2075,Xətai r.,45000,4/7 ,150 ,3 
2076,Yasamal r.,19500,16/16 ,110 ,3 
2077,20 Yanvar m.,18000,9/20 ,62 ,2 
2078,İnşaatçılar m.,24000,13/19 ,90 ,3 
2079,Nəsimi r.,48000,7/21 ,255 ,4 
2080,Nərimanov r.,22500,17/19 ,150 ,3 
2081,20 Yanvar m.,18000,9/16 ,60 ,2 
2082,Biləcəri q.,72000,,400 ,
2083,İçəri Şəhər m.,48000,,70 ,
2084,Nizami m.,21000,15/16 ,70 ,3 
2085,İçəri Şəhər m.,30000,4/4 ,70 ,2 
2086,Nizami m.,54000,7/16 ,175 ,4 
2087,Şah İsmayıl Xətai m.,24000,3/16 ,100 ,3 
2088,8 Noyabr m.,6000,,25 ,
2089,8 Noyabr m.,21000,13/16 ,105 ,3 
2090,Gənclik m.,105000,,600 ,1 
2091,Səbail r.,270000,,300 ,
2092,Binəqədi r.,60000,,760 ,
2093,Nəsimi r.,24000,3/17 ,200 ,3 
2094,Elmlər Akademiyası m.,30000,10/16 ,150 ,3 
2095,Nərimanov r.,12000,1/5 ,50 ,2 
2096,Şah İsmayıl Xətai m.,21000,15/15 ,75 ,2 
2097,Abşeron r.,11400,12/16 ,95 ,3 
2098,Nəsimi r.,30000,3/5 ,120 ,3 
2099,Nərimanov r.,22500,9/17 ,130 ,3 
2100,Elmlər Akademiyası m.,42000,7/17 ,95 ,3 
2101,Nəriman Nərimanov m.,24000,7/16 ,85 ,2 
2102,İnşaatçılar m.,90000,,300 ,
2103,Elmlər Akademiyası m.,15000,3/17 ,67 ,2 
2104,Səbail r.,150000,9/30 ,185 ,3 
2105,Nəsimi r.,24000,10/16 ,110 ,3 
2106,Yasamal r.,22500,6/19 ,63 ,2 
2107,Yasamal r.,18000,2/5 ,80 ,2 
2108,Səbail r.,69000,8/18 ,170 ,3 
2109,Nəriman Nərimanov m.,16500,2/4 ,120 ,3 
2110,Səbail r.,165000,20/30 ,262 ,4 
2111,İçəri Şəhər m.,75000,,100 ,
2112,Qara Qarayev m.,16500,9/9 ,60 ,2 
2113,Səbail r.,18000,3/6 ,80 ,2 
2114,İnşaatçılar m.,21000,16/17 ,70 ,3 
2115,Xətai r.,15000,1/5 ,70 ,3 
2116,Binəqədi r.,24000,9/17 ,160 ,4 
2117,Şah İsmayıl Xətai m.,36000,16/22 ,80 ,2 
2118,Nəsimi r.,22500,,79 ,
2119,Bayıl q.,16500,3/5 ,70 ,2 
2120,İnşaatçılar m.,24000,,120 ,
2121,Səbail r.,75000,12/30 ,125 ,3 
2122,Nizami m.,30000,12/16 ,125 ,3 
2123,Şah İsmayıl Xətai m.,24000,2/20 ,100 ,3 
2124,Şah İsmayıl Xətai m.,39000,4/16 ,160 ,4 
2125,Şah İsmayıl Xətai m.,30000,17/23 ,76 ,2 
2126,Nizami m.,19500,15/16 ,80 ,3 
2127,8-ci mikrorayon q.,15000,6/16 ,80 ,2 
2128,28 May m.,45000,17/22 ,140 ,4 
2129,Xətai r.,22500,5/7 ,85 ,2 
2130,Gənclik m.,19500,4/4 ,70 ,2 
2131,Yasamal r.,30000,7/16 ,185 ,4 
2132,Nəsimi r.,30000,,63 ,2 
2133,Şah İsmayıl Xətai m.,24000,2/20 ,100 ,3 
2134,İnşaatçılar m.,13500,15/15 ,60 ,2 
2135,Nizami m.,19500,15/16 ,70 ,3 
2136,28 May m.,93000,,157 ,5 
2137,Şah İsmayıl Xətai m.,24000,13/16 ,105 ,2 
2138,Elmlər Akademiyası m.,26700,4/19 ,100 ,3 
2139,Nizami m.,42000,6/15 ,120 ,3 
2140,Elmlər Akademiyası m.,10500,4/5 ,40 ,1 
2141,28 May m.,26400,9/18 ,200 ,4 
2142,Xətai r.,21000,3/17 ,100 ,3 
2143,Həzi Aslanov q.,19500,,268 ,
2144,Yasamal q.,36000,,130 ,3 
2145,Elmlər Akademiyası m.,22500,13/17 ,91 ,2 
2146,Səbail r.,24000,3/5 ,80 ,2 
2147,Nizami m.,19500,15/16 ,90 ,3 
2148,Şah İsmayıl Xətai m.,36000,15/22 ,70 ,2 
2149,Xətai r.,22500,17/18 ,100 ,3 
2150,20 Yanvar m.,24000,13/19 ,90 ,3 
2151,Nərimanov r.,54000,,200 ,
2152,Nəriman Nərimanov m.,36000,19/22 ,200 ,4 
2153,Nizami m.,42000,14/17 ,202 ,4 
2154,Nizami m.,33000,19/19 ,135 ,3 
2155,Yeni Yasamal q.,30000,,40 ,
2156,Xətai r.,90000,,225 ,
2157,20 Yanvar m.,15000,15/15 ,65 ,2 
2158,28 May m.,6000,1/1 ,20 ,1 
2159,Maştağa q.,6000,,70 ,2 
2160,Nizami m.,19500,9/20 ,75 ,3 
2161,Nəsimi r.,150000,10/30 ,265 ,3 
2162,Nərimanov r.,22500,5/14 ,120 ,3 
2163,Nizami m.,15000,4/5 ,40 ,1 
2164,Nəsimi r.,24000,3/4 ,60 ,3 
2165,Nərimanov r.,75000,,700 ,9 
2166,Şah İsmayıl Xətai m.,10500,,30 ,2 
2167,Nizami m.,39000,5/16 ,107 ,2 
2168,28 May m.,39000,18/23 ,70 ,2 
2169,Memar Əcəmi m.,10500,3/5 ,42 ,2 
2170,Səbail r.,18000,5/6 ,60 ,3 
2171,Sahil m.,81000,,90 ,
2172,Şah İsmayıl Xətai m.,36000,15/22 ,78 ,2 
2173,İçəri Şəhər m.,18000,4/5 ,60 ,2 
2174,Şah İsmayıl Xətai m.,22500,14/16 ,150 ,4 
2175,Nərimanov r.,144300,,370 ,4 
2176,Nəsimi r.,30000,12/14 ,70 ,3 
2177,İçəri Şəhər m.,36000,2/3 ,190 ,4 
2178,Yasamal r.,24000,6/19 ,63 ,2 
2179,Nəriman Nərimanov m.,18000,7/8 ,72 ,2 
2180,Şah İsmayıl Xətai m.,10500,,30 ,2 
2181,Şah İsmayıl Xətai m.,27000,13/17 ,120 ,3 
2182,28 May m.,24000,3/14 ,180 ,4 
2183,Nəsimi r.,51000,15/22 ,200 ,4 
2184,Şah İsmayıl Xətai m.,24000,5/16 ,148 ,3 
2185,Şah İsmayıl Xətai m.,21000,12/17 ,138 ,3 
2186,Şah İsmayıl Xətai m.,42000,12/18 ,180 ,4 
2187,Memar Əcəmi m.,14550,6/18 ,100 ,3 
2188,Nərimanov r.,1800,,25 ,1 
2189,Sabunçu r.,105000,2/6 ,115 ,3 
2190,Nizami m.,39000,10/16 ,135 ,3 
2191,Nərimanov r.,16500,5/19 ,105 ,2 
2192,Yasamal r.,30000,10/16 ,131 ,3 
2193,Mərdəkan q.,60000,,185 ,
2194,Memar Əcəmi m.,18000,3/11 ,120 ,3 
2195,28 May m.,39000,18/22 ,65 ,2 
2196,Nəsimi r.,19500,3/17 ,110 ,3 
2197,Nərimanov r.,22500,5/17 ,180 ,4 
2198,Şah İsmayıl Xətai m.,22500,17/18 ,100 ,3 
2199,28 May m.,36000,1/16 ,178 ,4 
2200,Nizami m.,16500,11/17 ,60 ,2 
2201,Memar Əcəmi m.,7800,5/5 ,29 ,1 
2202,Binəqədi r.,150000,,20000 ,
2203,Nəsimi r.,30000,13/15 ,150 ,3 
2204,İçəri Şəhər m.,45000,,110 ,3 
2205,Səbail r.,240000,,2000 ,
2206,Gənclik m.,19500,4/4 ,70 ,2 
2207,Əhmədli m.,12000,3/9 ,50 ,2 
2208,Əhmədli m.,15000,,60 ,
2209,Şah İsmayıl Xətai m.,41100,9/22 ,90 ,2 
2210,Sahil m.,16500,2/6 ,50 ,2 
2211,Elmlər Akademiyası m.,10500,4/5 ,33 ,2 
2212,Nəsimi r.,30000,5/8 ,150 ,4 
2213,Nəriman Nərimanov m.,27000,14/16 ,115 ,3 
2214,Şah İsmayıl Xətai m.,18000,7/18 ,70 ,2 
2215,Neftçilər m.,15000,3/5 ,60 ,2 
2216,Nəriman Nərimanov m.,30000,,45 ,
2217,8 Noyabr m.,13500,17/18 ,65 ,1 
2218,Qara Qarayev m.,15000,5/5 ,90 ,4 
2219,Yasamal r.,22500,17/17 ,135 ,3 
2220,Şah İsmayıl Xətai m.,18000,7/16 ,65 ,2 
2221,Şah İsmayıl Xətai m.,27000,6/16 ,100 ,3 
2222,Sahil m.,90000,,350 ,
2223,20 Yanvar m.,22500,2/18 ,150 ,3 
2224,20 Yanvar m.,15000,15/16 ,70 ,2 
2225,Nizami m.,600000,,800 ,
2226,28 May m.,27000,11/17 ,65 ,2 
2227,Şah İsmayıl Xətai m.,18000,7/16 ,85 ,2 
2228,Nizami r.,39000,5/16 ,110 ,2 
2229,Nəsimi r.,19500,4/4 ,80 ,2 
2230,Şah İsmayıl Xətai m.,18000,7/16 ,67 ,2 
2231,Nəriman Nərimanov m.,18600,3/8 ,70 ,2 
2232,Nəsimi r.,240000,,1000 ,8 
2233,İçəri Şəhər m.,30000,,82 ,3 
2234,Binəqədi r.,30000,3/12 ,160 ,3 
2235,28 May m.,51000,11/18 ,138 ,3 
2236,Şah İsmayıl Xətai m.,22800,11/16 ,125 ,3 
2237,Nizami m.,30000,12/16 ,125 ,3 
2238,İnşaatçılar m.,24000,13/19 ,90 ,3 
2239,Nəriman Nərimanov m.,22500,,80 ,
2240,Yeni Yasamal q.,19500,15/17 ,120 ,3 
2241,Şah İsmayıl Xətai m.,22500,9/18 ,100 ,3 
2242,Maştağa q.,18000,,30 ,
2243,Nəsimi r.,36000,19/20 ,220 ,4 
2244,20 Yanvar m.,22500,2/16 ,145 ,3 
2245,Nərimanov r.,16500,12/18 ,45 ,2 
2246,Gənclik m.,16500,2/9 ,60 ,2 
2247,20 Yanvar m.,22500,2/16 ,150 ,3 
2248,Sahil m.,90000,,350 ,
2249,20 Yanvar m.,15000,15/17 ,65 ,2 
2250,Xətai r.,180000,,1000 ,
2251,Nərimanov r.,36000,19/20 ,200 ,4 
2252,Nəsimi r.,15000,15/16 ,65 ,2 
2253,Səbail r.,84000,7/20 ,120 ,3 
2254,20 Yanvar m.,22500,2/18 ,145 ,3 
2255,Nərimanov r.,16500,4/18 ,104 ,2 
2256,Memar Əcəmi m.,45000,,176 ,
2257,Memar Əcəmi m.,10500,5/9 ,45 ,2 
2258,Şah İsmayıl Xətai m.,25500,11/16 ,100 ,2 
2259,Nərimanov r.,90000,,218 ,
2260,Elmlər Akademiyası m.,42000,13/17 ,100 ,2 
2261,20 Yanvar m.,22500,2/16 ,145 ,3 
2262,Yeni Yasamal q.,12600,5/9 ,80 ,3 
2263,Nizami m.,30000,12/16 ,125 ,3 
2264,İçəri Şəhər m.,120000,,110 ,
2265,Nərimanov r.,21000,4/4 ,70 ,2 
2266,Maştağa q.,105000,,300 ,
2267,Yasamal r.,12000,2/9 ,60 ,2 
2268,28 May m.,36000,4/5 ,200 ,5 
2269,28 May m.,165000,,200 ,7 
2270,Nizami m.,30000,18/19 ,135 ,3 
2271,Sahil m.,19500,4/10 ,90 ,3 
2272,Sahil m.,24000,2/3 ,100 ,3 
2273,Şah İsmayıl Xətai m.,22500,17/18 ,100 ,3 
2274,Yasamal r.,18000,15/18 ,125 ,3 
2275,Şah İsmayıl Xətai m.,39000,3/12 ,160 ,3 
2276,İçəri Şəhər m.,27000,,75 ,3 
2277,Nəsimi r.,19500,15/17 ,120 ,3 
2278,Qəbələ,200,,350 ,5 
2279,Xətai r.,10500,1/2 ,55 ,2 
2280,Nəsimi r.,17100,12/16 ,70 ,2 
2281,Nizami m.,37500,,50 ,
2282,Elmlər Akademiyası m.,382500,,1700 ,
2283,İnşaatçılar m.,15000,15/15 ,64 ,2 
2284,Bakmil m.,30000,14/16 ,112 ,3 
2285,Nəsimi r.,16500,8/17 ,80 ,2 
2286,Azadlıq Prospekti m.,45000,,200 ,
2287,Yeni Yasamal q.,45000,,130 ,4 
2288,Nəsimi r.,18000,1/5 ,70 ,3 
2289,Yasamal q.,15000,12/21 ,77 ,2 
2290,Memar Əcəmi m.,12000,1/5 ,50 ,2 
2291,Nizami m.,30000,19/19 ,140 ,3 
2292,Elmlər Akademiyası m.,19500,16/16 ,110 ,3 
2293,Nərimanov r.,17400,4/16 ,96 ,2 
2294,Nəsimi r.,33000,,207 ,
2295,Nəsimi r.,18000,8/16 ,80 ,2 
2296,20 Yanvar m.,22500,2/16 ,145 ,3 
2297,Sahil m.,30000,,60 ,
2298,8 Noyabr m.,33000,11/17 ,140 ,3 
2299,Nəsimi r.,18000,17/18 ,70 ,2 
2300,Şah İsmayıl Xətai m.,30000,7/18 ,111 ,2 
2301,28 May m.,45000,6/10 ,140 ,3 
2302,Əhmədli m.,16500,15/17 ,115 ,3 
2303,Nizami m.,30000,19/19 ,140 ,3 
2304,Nərimanov r.,36000,19/20 ,200 ,4 
2305,Mərdəkan q.,180000,,350 ,5 
2306,Neftçilər m.,13500,6/16 ,62 ,1 
2307,20 Yanvar m.,24000,13/19 ,100 ,3 
2308,Nəriman Nərimanov m.,15000,2/5 ,80 ,3 
2309,Nardaran q.,180000,,600 ,
2310,İnşaatçılar m.,21000,11/20 ,130 ,3 
2311,Səbail r.,22500,,34 ,
2312,Suraxanı r.,480000,,4000 ,
2313,Həzi Aslanov q.,12600,4/16 ,80 ,3 
2314,Sumqayıt,22500,12/13 ,75 ,3 
2315,Neftçilər m.,15000,7/9 ,100 ,4 
2316,28 May m.,30000,8/9 ,80 ,3 
2317,Mərdəkan q.,135000,,570 ,
2318,Hövsan q.,9000,5/7 ,58 ,2 
2319,Nizami r.,420000,,4800 ,
2320,8-ci mikrorayon q.,18000,8/16 ,65 ,2 
2321,Qəbələ,140,,200 ,5 
2322,Yasamal r.,12000,5/5 ,38 ,1 
2323,Elmlər Akademiyası m.,15000,5/5 ,60 ,3 
2324,İnşaatçılar m.,18000,13/16 ,76 ,2 
2325,6-cı mikrorayon q.,18000,1/5 ,60 ,3 
2326,Nizami m.,30000,12/16 ,130 ,3 
2327,Sumqayıt,150000,,500 ,
2328,Nərimanov r.,18000,,60 ,
2329,28 May m.,30000,8/21 ,110 ,2 
2330,Badamdar q.,30000,,200 ,4 
2331,Xırdalan,9000,,100 ,4 
2332,İçəri Şəhər m.,27000,,73 ,3 
2333,Nəriman Nərimanov m.,15000,2/5 ,80 ,3 
2334,Nizami m.,39000,5/16 ,107 ,3 
2335,İnşaatçılar m.,16500,9/9 ,70 ,3 
2336,Yasamal q.,12900,5/5 ,48 ,2 
2337,28 May m.,36000,,60 ,3 
2338,Abşeron r.,12000,,170 ,3 
2339,Nizami m.,9900,1/3 ,40 ,2 
2340,Nəsimi r.,4500,10/12 ,120 ,4 
2341,Binəqədi r.,48000,,320 ,
2342,Nəsimi r.,18000,8/18 ,78 ,2 
2343,İçəri Şəhər m.,18000,,65 ,3 
2344,Nizami m.,28500,7/15 ,140 ,3 
2345,Nəriman Nərimanov m.,135000,,410 ,
2346,Lökbatan q.,90000,,125 ,
2347,20 Yanvar m.,153000,,360 ,
2348,Nəsimi r.,45000,17/22 ,140 ,4 
2349,Həzi Aslanov q.,15000,10/20 ,64 ,2 
2350,Memar Əcəmi m.,24000,6/10 ,250 ,5 
2351,Yasamal r.,21000,9/27 ,65 ,2 
2352,Nizami m.,7500,,20 ,
2353,28 May m.,19500,4/4 ,45 ,2 
2354,Əhmədli m.,45000,,200 ,
2355,Memar Əcəmi m.,16500,1/5 ,70 ,3 
2356,Nəriman Nərimanov m.,14700,3/9 ,80 ,3 
2357,Nizami m.,50,2/5 ,60 ,2 
2358,Səbail r.,18000,4/16 ,70 ,2 
2359,Şah İsmayıl Xətai m.,38970,7/19 ,137 ,3 
2360,Neftçilər m.,13500,,40 ,
2361,Şah İsmayıl Xətai m.,4050,4/5 ,65 ,2 
2362,Nizami m.,50,2/5 ,60 ,2 
2363,Gənclik m.,46500,4/11 ,178 ,4 
2364,9-cu mikrorayon q.,13500,13/20 ,65 ,2 
2365,İçəri Şəhər m.,50,3/3 ,60 ,2 
2366,Nəriman Nərimanov m.,150000,,180 ,
2367,Suraxanı r.,7500,,17 ,
2368,Şah İsmayıl Xətai m.,24000,,157 ,3 
2369,İnşaatçılar m.,15000,11/19 ,130 ,3 
2370,Nəsimi r.,46500,12/18 ,150 ,3 
2371,Bayıl q.,45000,,80 ,
2372,Mərdəkan q.,6000,,45 ,
2373,Şah İsmayıl Xətai m.,27000,13/18 ,120 ,3 
2374,7-ci mikrorayon q.,2400,,18 ,
2375,Həzi Aslanov m.,21000,11/18 ,130 ,3 
2376,Yasamal r.,30000,13/18 ,115 ,3 
2377,Şah İsmayıl Xətai m.,27000,13/17 ,117 ,3 
2378,Nizami m.,33000,19/19 ,135 ,3 
2379,Nəriman Nərimanov m.,15000,15/16 ,48 ,2 
2380,Nərimanov r.,17400,4/16 ,96 ,2 
2381,Nizami m.,30000,12/18 ,130 ,3 
2382,Badamdar q.,39000,11/20 ,153 ,3 
2383,Qara Qarayev m.,10500,3/5 ,32 ,3 
2384,7-ci mikrorayon q.,13500,5/5 ,50 ,2 
2385,Əhmədli q.,6000,,80 ,2 
2386,Nəsimi r.,15000,2/4 ,100 ,3 
2387,Sumqayıt,6000,,40 ,2 
2388,20 Yanvar m.,24000,13/19 ,90 ,3 
2389,Yasamal r.,42000,7/24 ,105 ,3 
2390,Gəncə,3750,,60 ,
2391,Şah İsmayıl Xətai m.,22500,17/18 ,100 ,3 
2392,Gənclik m.,19500,2/5 ,85 ,3 
2393,Elmlər Akademiyası m.,22500,13/17 ,90 ,2 
2394,Yasamal r.,19500,16/16 ,110 ,3 
2395,Nizami m.,33000,19/19 ,135 ,3 
2396,Əhmədli m.,27000,3/18 ,105 ,3 
2397,Yasamal r.,30000,13/27 ,105 ,3 
2398,İnşaatçılar m.,19500,16/16 ,120 ,3 
2399,Şah İsmayıl Xətai m.,19500,3/4 ,105 ,4 
2400,Elmlər Akademiyası m.,22500,13/17 ,90 ,2 
