,Locations,Prices,Floor,Area,Rooms,Rent
445,İçəri Şəhər m.,25500,2/3 ,120 ,3 ,1.0
446,Həzi Aslanov m.,13500,14/17 ,90 ,2 ,1.0
447,Masazır q.,18000,,63 ,,1.0
448,Masazır q.,7500,3/3 ,40 ,1 ,1.0
449,Nərimanov r.,22500,3/20 ,130 ,3 ,1.0
450,Nəsimi r.,135000,,450 ,8 ,1.0
451,İnşaatçılar m.,11100,3/20 ,57 ,2 ,1.0
452,Bayıl q.,27000,4/5 ,130 ,4 ,1.0
453,Sabunçu q.,18000,,210 ,4 ,1.0
454,Xalqlar Dostluğu m.,150000,,125 ,,1.0
455,Neftçilər m.,14400,1/5 ,55 ,2 ,1.0
456,28 May m.,13500,1/1 ,40 ,3 ,1.0
457,Badamdar q.,105000,,500 ,6 ,1.0
458,Nizami m.,13500,5/5 ,50 ,2 ,1.0
459,28 May m.,30000,10/10 ,120 ,3 ,1.0
460,Elmlər Akademiyası m.,30000,12/16 ,100 ,3 ,1.0
461,Nərimanov r.,150000,,450 ,,1.0
462,28 May m.,27000,,45 ,2 ,1.0
463,Xətai r.,19500,,130 ,4 ,1.0
464,Nəsimi r.,36000,25/27 ,120 ,3 ,1.0
465,Nizami m.,40200,8/14 ,130 ,3 ,1.0
466,Nəsimi r.,66000,17/20 ,220 ,4 ,1.0
467,Memar Əcəmi m.,10500,4/5 ,50 ,2 ,1.0
468,Qəbələ,100,,200 ,5 ,1.0
469,28 May m.,15600,5/11 ,45 ,2 ,1.0
470,Memar Əcəmi m.,4500,4/5 ,55 ,1 ,1.0
471,Nizami r.,11400,10/14 ,65 ,2 ,1.0
472,Şah İsmayıl Xətai m.,24000,9/17 ,129 ,3 ,1.0
473,Şah İsmayıl Xətai m.,19500,9/18 ,69 ,2 ,1.0
474,8 Noyabr m.,22500,10/16 ,69 ,2 ,1.0
475,28 May m.,50,2/17 ,160 ,3 ,1.0
476,Nəsimi m.,45000,3/16 ,220 ,4 ,1.0
477,Bayıl q.,27000,4/5 ,130 ,4 ,1.0
478,Lənkəran,25,,130 ,4 ,1.0
479,Elmlər Akademiyası m.,35,2/5 ,60 ,2 ,1.0
480,Bilgəh q.,200,,420 ,,1.0
481,Elmlər Akademiyası m.,180000,,405 ,,1.0
482,Pirşağı q.,150,,200 ,,1.0
483,Yasamal r.,37500,25/27 ,140 ,3 ,1.0
484,Xətai r.,30000,,1800 ,,1.0
485,Nəriman Nərimanov m.,27000,12/18 ,130 ,3 ,1.0
486,Nərimanov r.,19500,11/18 ,110 ,3 ,1.0
487,Sahil m.,30000,5/18 ,92 ,2 ,1.0
488,28 May m.,36000,12/16 ,156 ,3 ,1.0
489,Nəsimi r.,360000,,925 ,,1.0
490,Nəsimi r.,60000,16/22 ,160 ,4 ,1.0
491,Badamdar q.,39000,11/20 ,153 ,3 ,1.0
492,Nəsimi r.,51000,5/21 ,220 ,4 ,1.0
493,28 May m.,45000,9/10 ,150 ,4 ,1.0
494,Neftçilər m.,18000,6/16 ,120 ,2 ,1.0
495,Gənclik m.,18000,7/9 ,85 ,3 ,1.0
496,Şüvəlan q.,24000,,300 ,6 ,1.0
497,Masazır q.,210000,,1015 ,,1.0
498,Elmlər Akademiyası m.,13500,1/5 ,50 ,2 ,1.0
499,Masazır q.,9900,2/4 ,44 ,2 ,1.0
500,Nəsimi r.,30000,7/18 ,100 ,2 ,1.0
501,Xətai r.,22500,17/18 ,100 ,3 ,1.0
502,Maştağa q.,300,,400 ,,1.0
503,Mərdəkan q.,300,,350 ,,1.0
504,Pirşağı q.,150,,30 ,,1.0
505,Mərdəkan q.,100,,220 ,,1.0
506,Buzovna q.,200,,310 ,,1.0
507,Novxanı q.,250,,140 ,,1.0
508,Xətai r.,50,8/18 ,100 ,2 ,1.0
509,Zabrat q.,9000,,80 ,2 ,1.0
510,Memar Əcəmi m.,3450,5/5 ,46 ,3 ,1.0
511,Yasamal q.,105000,,177 ,,1.0
512,Zabrat q.,4500,2/2 ,55 ,1 ,1.0
513,Nərimanov r.,30000,,100 ,,1.0
514,Qazax,4500,2/5 ,60 ,3 ,1.0
515,Sabunçu r.,200,,40 ,1 ,1.0
516,Yasamal r.,25500,4/18 ,91 ,3 ,1.0
517,Sabunçu q.,22200,,95 ,,1.0
518,28 May m.,75000,9/20 ,210 ,4 ,1.0
519,Azadlıq Prospekti m.,15000,,90 ,,1.0
520,Abşeron r.,12000,8/16 ,70 ,2 ,1.0
521,Yasamal r.,39000,27/27 ,148 ,3 ,1.0
522,Qusar,100,,211 ,5 ,1.0
523,İçəri Şəhər m.,30000,3/6 ,100 ,3 ,1.0
524,28 May m.,48000,,70 ,,1.0
525,Xırdalan,9000,5/5 ,45 ,2 ,1.0
526,Memar Əcəmi m.,8400,5/5 ,30 ,1 ,1.0
527,Nizami m.,13500,5/18 ,65 ,2 ,1.0
528,Nərimanov r.,11100,3/5 ,35 ,1 ,1.0
529,Memar Əcəmi m.,10500,4/5 ,43 ,2 ,1.0
530,Nərimanov r.,18000,3/5 ,80 ,3 ,1.0
531,Şah İsmayıl Xətai m.,21000,15/17 ,100 ,3 ,1.0
532,Qara Qarayev m.,300000,,260 ,,1.0
533,Nəriman Nərimanov m.,36000,13/16 ,140 ,4 ,1.0
534,Nəriman Nərimanov m.,18000,4/16 ,55 ,2 ,1.0
535,Nəsimi r.,19500,,60 ,,1.0
536,Maştağa q.,300,,460 ,,1.0
537,Mərdəkan q.,100,,260 ,,1.0
538,Şüvəlan q.,100,,250 ,,1.0
539,Şüvəlan q.,240000,,200 ,,1.0
540,Mərdəkan q.,130,,240 ,,1.0
541,Buzovna q.,199,,250 ,,1.0
542,Buzovna q.,100,,240 ,,1.0
543,Elmlər Akademiyası m.,20700,4/5 ,100 ,3 ,1.0
544,Əhmədli m.,75000,,500 ,,1.0
545,Bakıxanov q.,6000,7/16 ,80 ,2 ,1.0
546,Şah İsmayıl Xətai m.,28500,6/20 ,90 ,2 ,1.0
547,İçəri Şəhər m.,15000,5/5 ,79 ,2 ,1.0
548,Şah İsmayıl Xətai m.,1680000,,2264 ,,1.0
549,8 Noyabr m.,19500,3/17 ,98 ,3 ,1.0
550,8-ci mikrorayon q.,15000,6/17 ,76 ,2 ,1.0
551,Şah İsmayıl Xətai m.,21000,17/18 ,110 ,3 ,1.0
552,Səbail r.,25500,2/3 ,110 ,3 ,1.0
553,Elmlər Akademiyası m.,25500,4/16 ,60 ,2 ,1.0
554,28 May m.,75000,,110 ,,1.0
555,Əhmədli m.,10500,,80 ,,1.0
556,Nizami r.,15000,5/5 ,44 ,2 ,1.0
557,28 May m.,12000,,12 ,1 ,1.0
558,Yasamal r.,11400,,30 ,,1.0
559,Xətai r.,28500,6/20 ,110 ,3 ,1.0
560,Əhmədli m.,24000,,120 ,,1.0
561,Binəqədi r.,12600,4/16 ,46 ,1 ,1.0
562,Sahil m.,72000,8/16 ,180 ,4 ,1.0
563,Yeni Günəşli q.,10200,4/9 ,60 ,2 ,1.0
564,Şah İsmayıl Xətai m.,30000,12/18 ,80 ,2 ,1.0
565,Novxanı q.,45000,,1550 ,,1.0
566,Memar Əcəmi m.,90000,,156 ,,1.0
567,Mərdəkan q.,222,,540 ,,1.0
568,Nərimanov r.,48000,,115 ,3 ,1.0
569,Nərimanov r.,25500,17/19 ,65 ,2 ,1.0
570,Elmlər Akademiyası m.,30000,9/16 ,120 ,3 ,1.0
571,Şah İsmayıl Xətai m.,21000,8/20 ,100 ,2 ,1.0
572,Nərimanov r.,24000,17/21 ,90 ,2 ,1.0
573,Nəsimi m.,14970,3/9 ,80 ,3 ,1.0
574,Nizami r.,15000,5/5 ,44 ,2 ,1.0
575,Şah İsmayıl Xətai m.,39000,11/20 ,195 ,4 ,1.0
576,Şah İsmayıl Xətai m.,39000,11/20 ,195 ,4 ,1.0
577,Nəsimi r.,39000,27/27 ,147 ,3 ,1.0
578,Sahil m.,210000,,270 ,,1.0
579,İçəri Şəhər m.,39000,7/15 ,70 ,2 ,1.0
580,Xətai r.,36000,4/4 ,120 ,4 ,1.0
581,Elmlər Akademiyası m.,40,2/5 ,40 ,2 ,1.0
582,Sahil m.,45000,4/4 ,120 ,3 ,1.0
583,Nəriman Nərimanov m.,24000,18/21 ,86 ,2 ,1.0
584,Gənclik m.,15000,,50 ,,1.0
585,Nərimanov r.,105000,,218 ,7 ,1.0
586,Nəriman Nərimanov m.,21000,8/8 ,100 ,3 ,1.0
587,Səbail r.,66000,17/20 ,225 ,4 ,1.0
588,Nəsimi r.,13500,5/18 ,77 ,2 ,1.0
589,28 May m.,33000,,160 ,5 ,1.0
590,Elmlər Akademiyası m.,30000,6/10 ,150 ,3 ,1.0
591,Memar Əcəmi m.,9000,5/5 ,45 ,2 ,1.0
592,Mərdəkan q.,120,,200 ,,1.0
593,Nərimanov r.,24000,,70 ,3 ,1.0
594,Elmlər Akademiyası m.,60000,9/22 ,250 ,5 ,1.0
595,Nərimanov r.,9000,2/2 ,90 ,3 ,1.0
596,Nərimanov r.,25500,17/19 ,65 ,2 ,1.0
597,Binəqədi r.,210000,,430 ,,1.0
598,Nərimanov r.,24000,18/21 ,86 ,2 ,1.0
599,Gənclik m.,26700,8/9 ,140 ,4 ,1.0
600,Nərimanov r.,165000,,150 ,,1.0
601,Nəsimi r.,22500,5/16 ,80 ,2 ,1.0
602,Gənclik m.,15000,5/9 ,50 ,3 ,1.0
603,Şah İsmayıl Xətai m.,33000,5/9 ,200 ,4 ,1.0
604,İnşaatçılar m.,24000,5/22 ,150 ,3 ,1.0
605,Nərimanov r.,15000,,30 ,1 ,1.0
606,Gənclik m.,25500,17/19 ,70 ,2 ,1.0
607,Yasamal r.,10500,2/5 ,50 ,2 ,1.0
608,Nəsimi r.,30000,12/18 ,170 ,4 ,1.0
609,Elmlər Akademiyası m.,264000,,300 ,,1.0
610,Səbail r.,150000,,1000 ,,1.0
611,Elmlər Akademiyası m.,360000,,600 ,,1.0
612,Yasamal r.,33000,8/16 ,125 ,3 ,1.0
613,Nərimanov r.,120000,,170 ,,1.0
614,Şah İsmayıl Xətai m.,210000,,300 ,,1.0
615,Səbail r.,20,2/4 ,22 ,1 ,1.0
616,Nizami m.,22500,10/14 ,130 ,3 ,1.0
617,Nəsimi r.,24000,,54 ,,1.0
618,Şah İsmayıl Xətai m.,25470,2/20 ,105 ,3 ,1.0
619,Nəsimi r.,21000,11/19 ,103 ,3 ,1.0
620,İnşaatçılar m.,30000,,150 ,,1.0
621,Nəsimi r.,30000,19/27 ,100 ,2 ,1.0
622,20 Yanvar m.,30000,12/18 ,137 ,3 ,1.0
623,Şah İsmayıl Xətai m.,24000,6/16 ,140 ,3 ,1.0
624,Yeni Günəşli q.,5100,,50 ,1 ,1.0
625,Nəriman Nərimanov m.,9000,,6 ,,1.0
626,Gənclik m.,25500,17/19 ,65 ,2 ,1.0
627,Nəsimi r.,24000,9/27 ,105 ,2 ,1.0
628,İnşaatçılar m.,42000,6/9 ,250 ,4 ,1.0
629,Şah İsmayıl Xətai m.,42000,11/16 ,136 ,4 ,1.0
630,Nizami m.,21000,12/16 ,110 ,3 ,1.0
631,28 May m.,22500,11/16 ,85 ,2 ,1.0
632,Elmlər Akademiyası m.,16500,5/5 ,70 ,3 ,1.0
633,Nəsimi r.,25500,10/17 ,148 ,3 ,1.0
634,Nəsimi r.,54000,10/18 ,260 ,4 ,1.0
635,4-cü mikrorayon q.,18000,1/5 ,60 ,3 ,1.0
636,Nəsimi r.,22500,5/17 ,153 ,3 ,1.0
637,Şah İsmayıl Xətai m.,25500,2/20 ,100 ,3 ,1.0
638,Elmlər Akademiyası m.,24000,8/16 ,135 ,3 ,1.0
639,Nəriman Nərimanov m.,21000,17/21 ,90 ,2 ,1.0
640,Xırdalan,90000,,300 ,,1.0
641,Xətai r.,90000,7/32 ,130 ,3 ,1.0
642,Xətai r.,75000,4/7 ,210 ,4 ,1.0
643,Nizami r.,90000,,400 ,6 ,1.0
644,Sahil m.,34200,3/4 ,140 ,4 ,1.0
645,Səbail r.,42000,9/12 ,140 ,3 ,1.0
646,Buzovna q.,27000,,130 ,,1.0
647,Nəriman Nərimanov m.,22500,17/21 ,86 ,2 ,1.0
648,Səbail r.,30000,2/6 ,100 ,3 ,1.0
649,Sahil m.,54000,5/7 ,80 ,3 ,1.0
650,Sahil m.,36000,2/3 ,65 ,2 ,1.0
651,Nəsimi r.,27000,5/16 ,120 ,3 ,1.0
652,Nəriman Nərimanov m.,24000,13/17 ,100 ,2 ,1.0
653,8 Noyabr m.,24000,14/18 ,150 ,3 ,1.0
654,Yasamal r.,39000,27/27 ,148 ,3 ,1.0
655,Nərimanov r.,22500,18/21 ,90 ,2 ,1.0
656,Nərimanov r.,90000,,500 ,0 ,1.0
657,Xətai r.,54000,3/7 ,150 ,4 ,1.0
658,İsmayıllı,120,,121 ,4 ,1.0
659,İnşaatçılar m.,27000,13/17 ,120 ,3 ,1.0
660,Nəsimi r.,13500,3/16 ,67 ,2 ,1.0
661,İnşaatçılar m.,25500,4/16 ,60 ,2 ,1.0
662,Elmlər Akademiyası m.,25500,4/16 ,60 ,2 ,1.0
663,Gənclik m.,30000,13/15 ,155 ,4 ,1.0
664,Səbail r.,30000,4/4 ,78 ,2 ,1.0
665,Nəriman Nərimanov m.,22500,18/22 ,90 ,2 ,1.0
666,İnşaatçılar m.,18000,17/17 ,120 ,3 ,1.0
667,Sahil m.,50,2/4 ,120 ,3 ,1.0
668,Qax,50,,100 ,3 ,1.0
669,Nəsimi r.,105000,,218 ,7 ,1.0
670,Yasamal r.,39000,27/27 ,150 ,3 ,1.0
671,İnşaatçılar m.,38700,27/27 ,142 ,3 ,1.0
672,Nizami r.,14400,1/5 ,55 ,2 ,1.0
673,Nərimanov r.,22500,,45 ,,1.0
674,Gənclik m.,42000,7/12 ,150 ,3 ,1.0
675,Gənclik m.,75000,,450 ,,1.0
676,Nəriman Nərimanov m.,24000,18/21 ,86 ,2 ,1.0
677,28 May m.,21000,4/4 ,60 ,2 ,1.0
678,İçəri Şəhər m.,15000,2/2 ,50 ,2 ,1.0
679,İçəri Şəhər m.,30000,2/6 ,100 ,3 ,1.0
680,8-ci mikrorayon q.,12600,4/9 ,85 ,3 ,1.0
681,7-ci mikrorayon q.,12600,5/16 ,50 ,1 ,1.0
682,Şah İsmayıl Xətai m.,22500,17/18 ,100 ,3 ,1.0
683,İnşaatçılar m.,18000,17/17 ,120 ,3 ,1.0
684,8 Noyabr m.,16500,5/16 ,70 ,2 ,1.0
685,Xətai r.,28500,6/20 ,100 ,3 ,1.0
686,Nərimanov r.,12000,6/16 ,45 ,1 ,1.0
687,Nəriman Nərimanov m.,24000,18/21 ,86 ,2 ,1.0
688,Nizami m.,39000,7/19 ,135 ,3 ,1.0
689,Səbail r.,36000,7/15 ,79 ,2 ,1.0
690,Şah İsmayıl Xətai m.,24000,2/16 ,155 ,3 ,1.0
691,28 May m.,30000,8/17 ,150 ,3 ,1.0
692,Novxanı q.,170,,350 ,,1.0
693,Şah İsmayıl Xətai m.,30000,,60 ,,1.0
694,Nəsimi r.,39000,7/19 ,135 ,3 ,1.0
695,Həzi Aslanov m.,21000,9/16 ,110 ,3 ,1.0
696,Nəsimi r.,84000,4/16 ,220 ,4 ,1.0
697,İnşaatçılar m.,15000,,30 ,1 ,1.0
698,İçəri Şəhər m.,90000,7/14 ,180 ,4 ,1.0
699,Nərimanov r.,18000,5/5 ,80 ,3 ,1.0
700,8 Noyabr m.,18600,5/12 ,60 ,2 ,1.0
701,İçəri Şəhər m.,36000,2/5 ,80 ,2 ,1.0
702,Memar Əcəmi m.,9000,,40 ,,1.0
703,Nərimanov r.,13500,,40 ,,1.0
704,Şah İsmayıl Xətai m.,21000,9/22 ,95 ,2 ,1.0
705,Şah İsmayıl Xətai m.,21000,8/16 ,95 ,2 ,1.0
706,İnşaatçılar m.,18000,3/10 ,110 ,3 ,1.0
707,Səbail r.,60000,12/16 ,170 ,3 ,1.0
708,Nizami m.,24000,3/3 ,48 ,2 ,1.0
709,Mərdəkan q.,120000,,200 ,,1.0
710,Nəsimi r.,75000,,500 ,,1.0
711,Nərimanov r.,147000,,180 ,,1.0
712,8-ci mikrorayon q.,18000,5/5 ,96 ,3 ,1.0
713,Şah İsmayıl Xətai m.,210000,26/28 ,365 ,4 ,1.0
714,Xətai r.,75000,5/7 ,190 ,4 ,1.0
715,Nizami r.,14400,1/5 ,55 ,2 ,1.0
716,28 May m.,60000,,220 ,5 ,1.0
717,Mərdəkan q.,300,,350 ,,1.0
718,Gənclik m.,19500,3/4 ,70 ,2 ,1.0
719,20 Yanvar m.,18000,12/18 ,75 ,2 ,1.0
720,Elmlər Akademiyası m.,18000,17/17 ,70 ,2 ,1.0
721,İçəri Şəhər m.,30000,2/6 ,100 ,3 ,1.0
722,Şah İsmayıl Xətai m.,21000,8/16 ,90 ,2 ,1.0
723,Əhmədli m.,15000,,60 ,,1.0
724,Nəsimi r.,19500,,45 ,1 ,1.0
725,Nəsimi r.,18000,4/19 ,75 ,2 ,1.0
726,Böyükşor q.,990000,,3200 ,,1.0
727,Elmlər Akademiyası m.,10500,5/5 ,60 ,2 ,1.0
728,Yasamal r.,21000,11/18 ,111 ,3 ,1.0
729,8 Noyabr m.,13500,17/18 ,70 ,2 ,1.0
730,Sabunçu r.,75000,,750 ,,1.0
731,Qəbələ,250,,150 ,4 ,1.0
732,Nərimanov r.,15000,17/20 ,70 ,2 ,1.0
733,Nəsimi r.,36000,5/18 ,140 ,3 ,1.0
734,Elmlər Akademiyası m.,13500,5/5 ,50 ,2 ,1.0
735,Xətai r.,45000,5/6 ,140 ,3 ,1.0
736,Qara Qarayev m.,16500,6/15 ,70 ,2 ,1.0
737,Nəriman Nərimanov m.,12900,,20 ,,1.0
738,Elmlər Akademiyası m.,25500,4/16 ,60 ,2 ,1.0
739,Əhmədli m.,22500,,40 ,,1.0
740,Sahil m.,90000,,247 ,5 ,1.0
741,Memar Əcəmi m.,19500,15/18 ,120 ,3 ,1.0
742,Yasamal r.,16500,5/5 ,90 ,3 ,1.0
743,Yasamal r.,60000,15/19 ,170 ,4 ,1.0
744,Yasamal r.,60000,15/19 ,170 ,4 ,1.0
745,Xətai r.,21000,5/7 ,85 ,2 ,1.0
746,İçəri Şəhər m.,21000,2/3 ,70 ,2 ,1.0
747,İçəri Şəhər m.,19500,2/3 ,70 ,2 ,1.0
748,Şah İsmayıl Xətai m.,60000,10/22 ,267 ,3 ,1.0
749,Şah İsmayıl Xətai m.,24000,6/17 ,140 ,3 ,1.0
750,İçəri Şəhər m.,21000,2/3 ,68 ,2 ,1.0
751,Yasamal r.,16500,5/5 ,70 ,3 ,1.0
752,Xətai r.,24000,3/7 ,100 ,3 ,1.0
753,Yeni Yasamal q.,3600,16/25 ,60 ,2 ,1.0
754,Nizami m.,255000,,1200 ,,1.0
755,Binəqədi r.,13500,5/5 ,32 ,1 ,1.0
756,Nəsimi r.,48000,2/16 ,185 ,4 ,1.0
757,28 May m.,45000,1/12 ,200 ,4 ,1.0
758,Şah İsmayıl Xətai m.,39000,4/16 ,160 ,4 ,1.0
759,Badamdar q.,156000,,800 ,3 ,1.0
760,Xətai r.,30000,5/7 ,100 ,3 ,1.0
761,Nizami m.,19500,5/17 ,80 ,2 ,1.0
762,İçəri Şəhər m.,18000,1/5 ,45 ,2 ,1.0
763,İnşaatçılar m.,45000,4/9 ,200 ,3 ,1.0
764,İçəri Şəhər m.,19500,2/3 ,70 ,2 ,1.0
765,Nizami m.,30000,10/18 ,170 ,3 ,1.0
766,İçəri Şəhər m.,21000,2/3 ,70 ,2 ,1.0
767,Nərimanov r.,15000,,120 ,,1.0
768,İçəri Şəhər m.,24000,4/4 ,190 ,5 ,1.0
769,28 May m.,60000,,200 ,4 ,1.0
770,Nəsimi r.,15000,,60 ,2 ,1.0
771,Xətai r.,36000,3/7 ,160 ,4 ,1.0
772,Nizami m.,15000,2/5 ,56 ,2 ,1.0
773,İnşaatçılar m.,30000,7/10 ,150 ,3 ,1.0
774,Nəsimi r.,19500,15/19 ,120 ,2 ,1.0
775,28 May m.,18000,4/5 ,60 ,2 ,1.0
776,Nizami m.,25500,14/18 ,150 ,3 ,1.0
777,28 May m.,57000,,220 ,6 ,1.0
778,20 Yanvar m.,16500,9/16 ,60 ,2 ,1.0
779,Sahil m.,45000,7/18 ,100 ,2 ,1.0
780,Memar Əcəmi m.,12000,5/5 ,45 ,2 ,1.0
781,Sahil m.,45000,4/4 ,100 ,3 ,1.0
782,20 Yanvar m.,19500,8/20 ,86 ,3 ,1.0
783,Xətai r.,13500,13/17 ,65 ,2 ,1.0
784,İçəri Şəhər m.,45000,,110 ,3 ,1.0
785,Xətai r.,36000,4/4 ,120 ,4 ,1.0
786,Yasamal r.,16500,5/5 ,70 ,3 ,1.0
787,Nəsimi r.,21000,7/15 ,60 ,2 ,1.0
788,Yasamal q.,15000,,35 ,1 ,1.0
789,Nəriman Nərimanov m.,13500,,20 ,,1.0
790,Memar Əcəmi m.,19500,,45 ,,1.0
791,Şah İsmayıl Xətai m.,24000,5/18 ,125 ,3 ,1.0
792,İnşaatçılar m.,30000,7/10 ,135 ,3 ,1.0
793,20 Yanvar m.,17700,11/16 ,60 ,2 ,1.0
794,Elmlər Akademiyası m.,25500,5/16 ,65 ,2 ,1.0
795,İçəri Şəhər m.,30000,2/6 ,100 ,3 ,1.0
796,Elmlər Akademiyası m.,16500,5/5 ,70 ,3 ,1.0
797,Elmlər Akademiyası m.,18000,17/17 ,80 ,2 ,1.0
798,Şah İsmayıl Xətai m.,30000,,125 ,3 ,1.0
799,28 May m.,31500,15/17 ,170 ,3 ,1.0
800,Xətai r.,30000,5/7 ,100 ,3 ,1.0
801,Gənclik m.,13500,,40 ,,1.0
802,Elmlər Akademiyası m.,13500,5/5 ,60 ,2 ,1.0
803,Nəriman Nərimanov m.,45000,11/16 ,92 ,2 ,1.0
804,Nərimanov r.,36000,3/18 ,130 ,2 ,1.0
805,Nizami m.,39000,12/15 ,130 ,3 ,1.0
806,Qusar,150,,360 ,5 ,1.0
807,28 May m.,16500,7/10 ,60 ,2 ,1.0
808,Xətai r.,30000,5/7 ,96 ,2 ,1.0
809,İçəri Şəhər m.,30000,4/9 ,90 ,3 ,1.0
810,Elmlər Akademiyası m.,51000,6/18 ,205 ,4 ,1.0
811,Şah İsmayıl Xətai m.,13500,,18 ,1 ,1.0
812,Yasamal r.,24000,8/16 ,100 ,3 ,1.0
813,Şah İsmayıl Xətai m.,300000,,2000 ,,1.0
814,İnşaatçılar m.,9000,3/9 ,40 ,1 ,1.0
815,Qəbələ,250,,200 ,5 ,1.0
816,Yasamal r.,57000,,170 ,4 ,1.0
817,Sahil m.,16500,,20 ,1 ,1.0
818,Şah İsmayıl Xətai m.,16500,14/15 ,65 ,2 ,1.0
819,Elmlər Akademiyası m.,6600,3/4 ,25 ,1 ,1.0
820,Sahil m.,16500,,17 ,1 ,1.0
821,Şah İsmayıl Xətai m.,30000,,150 ,3 ,1.0
822,Şah İsmayıl Xətai m.,15000,3/12 ,40 ,1 ,1.0
823,Nizami m.,48000,,42 ,,1.0
824,Elmlər Akademiyası m.,54000,6/18 ,230 ,4 ,1.0
825,Elmlər Akademiyası m.,18000,17/17 ,70 ,2 ,1.0
826,Xətai r.,45000,,142 ,5 ,1.0
827,Nəsimi r.,22500,12/17 ,145 ,4 ,1.0
828,Şah İsmayıl Xətai m.,30000,,125 ,3 ,1.0
829,Nəsimi r.,30000,8/21 ,115 ,2 ,1.0
830,Nərimanov r.,90000,,110 ,,1.0
831,Nərimanov r.,12000,,24 ,1 ,1.0
832,İnşaatçılar m.,18000,3/7 ,75 ,3 ,1.0
833,Şah İsmayıl Xətai m.,21000,12/16 ,150 ,3 ,1.0
834,Nəsimi r.,39000,8/27 ,150 ,3 ,1.0
835,İnşaatçılar m.,16500,11/16 ,60 ,2 ,1.0
836,Qəbələ,150,,200 ,5 ,1.0
837,Nəsimi r.,12000,8/9 ,60 ,2 ,1.0
838,Yasamal q.,15000,5/5 ,70 ,3 ,1.0
839,Nəsimi r.,30000,10/21 ,117 ,2 ,1.0
840,Qəbələ,90,,151 ,5 ,1.0
841,Nəsimi r.,30000,5/21 ,115 ,2 ,1.0
842,Sahil m.,21000,4/4 ,85 ,2 ,1.0
843,Memar Əcəmi m.,16500,8/19 ,60 ,2 ,1.0
844,Elmlər Akademiyası m.,13500,3/4 ,50 ,2 ,1.0
845,Elmlər Akademiyası m.,90000,,6 ,,1.0
846,Elmlər Akademiyası m.,135000,,10 ,,1.0
847,Elmlər Akademiyası m.,51000,,70 ,,1.0
848,Nərimanov r.,10500,4/5 ,36 ,2 ,1.0
849,Xətai r.,9900,,33 ,5 ,1.0
850,Xırdalan,6900,,60 ,2 ,1.0
851,Şah İsmayıl Xətai m.,69000,18/18 ,180 ,4 ,1.0
852,Səbail r.,66000,1/1 ,150 ,5 ,1.0
853,Elmlər Akademiyası m.,24000,6/16 ,110 ,3 ,1.0
854,Elmlər Akademiyası m.,22500,4/16 ,130 ,3 ,1.0
855,Nəsimi r.,45000,7/17 ,160 ,3 ,1.0
856,28 May m.,30000,8/12 ,135 ,3 ,1.0
857,Şah İsmayıl Xətai m.,35700,10/18 ,80 ,2 ,1.0
858,Neftçilər m.,14100,3/5 ,45 ,2 ,1.0
859,20 Yanvar m.,24000,13/19 ,82 ,3 ,1.0
860,Nəsimi r.,13500,3/4 ,50 ,2 ,1.0
861,Sumqayıt,6000,3/5 ,39 ,1 ,1.0
862,Şah İsmayıl Xətai m.,24000,2/17 ,100 ,3 ,1.0
863,Dərnəgül m.,225000,,1400 ,,1.0
864,Sahil m.,150000,,330 ,,1.0
865,Mərdəkan q.,210000,,900 ,,1.0
866,Əhmədli m.,12000,4/9 ,80 ,3 ,1.0
867,Səbail r.,19500,4/17 ,65 ,2 ,1.0
868,Memar Əcəmi m.,10500,2/5 ,48 ,2 ,1.0
869,Nizami r.,15000,5/5 ,44 ,2 ,1.0
870,Xırdalan,39000,12/15 ,120 ,3 ,1.0
871,Şah İsmayıl Xətai m.,16500,14/15 ,65 ,2 ,1.0
872,Sumqayıt,12000,4/13 ,48 ,1 ,1.0
873,Koroğlu m.,3000,,80 ,3 ,1.0
874,Yasamal r.,16500,5/5 ,70 ,3 ,1.0
875,Nizami m.,54000,6/21 ,190 ,4 ,1.0
876,Yasamal r.,75000,16/19 ,190 ,4 ,1.0
877,Yasamal r.,7500,,18 ,1 ,1.0
878,Nəsimi r.,30000,,65 ,,1.0
879,İnşaatçılar m.,17700,12/16 ,45 ,2 ,1.0
880,Nərimanov r.,21000,9/16 ,100 ,3 ,1.0
881,Yasamal r.,36000,8/27 ,103 ,3 ,1.0
882,Bayıl q.,12000,,45 ,2 ,1.0
883,Nəsimi r.,18000,2/5 ,100 ,3 ,1.0
884,Şah İsmayıl Xətai m.,29970,,130 ,3 ,1.0
885,Nizami m.,30000,,70 ,,1.0
886,İçəri Şəhər m.,72000,8/16 ,180 ,4 ,1.0
887,Nəsimi r.,39000,27/27 ,147 ,3 ,1.0
888,Balaxanı q.,15000,,180 ,4 ,1.0
889,İnşaatçılar m.,66000,,120 ,,1.0
890,Nərimanov r.,150000,,800 ,0 ,1.0
891,Sahil m.,135000,,150 ,,1.0
892,Nəsimi m.,18000,6/16 ,92 ,2 ,1.0
893,İçəri Şəhər m.,54000,,160 ,4 ,1.0
894,Sabunçu q.,4500,,43 ,1 ,1.0
895,20 Yanvar m.,13500,2/19 ,31 ,1 ,1.0
896,8-ci kilometr q.,5100,,20 ,,1.0
897,Bayıl q.,3300,7/9 ,200 ,7 ,1.0
898,Badamdar q.,100,,151 ,,1.0
899,Nəriman Nərimanov m.,21000,8/16 ,100 ,2 ,1.0
